title,description,created on,duration,engagement,fixed job amount (USD),hourly budget,client location,is Payment verified,total spent (USD),total reviews,feedback,experience level,proposal tier,is enterprise,connect price,job url 
"Compose/Mix a parody cartoon jingle(max 25 seconds) with AI generated vocals

","Hi I want to create a parody jingle to be used in a short film; something that
sounds like an 80s/90s cartoon theme song(25 seconds max). I generated the
vocals using Typecast.ai and need someone to do the mixing/editing to make it
sound like sung vocals. Might need to generate new vocals - I'm open to using
another tool to do so. No need to composite instrumentals, we'll use any
royalty free stock audio(I'm attaching an example of one I like). About the
fictional cartoon; a Dennis the Menace-type character, a trouble-maker who
gives horrible advice. The lyrics are done. I'm looking for someone with
experience using AI voice/vocal generators + can mix the vocals and stock
audio to make it sound like a real jingle; something funny, cheesy, overly
cliched sounding.

",2023-05-07T22:08:30+00:00,Less than 1 month,,              100.00,,United Arab Emirates,Yes,"            5,686.00",19,"4.93 Stars, based on 19 feedbacks",Intermediate,20 to 50,False,6,[jobLink](https://www.upwork.com/jobs/~01c0e76a65c4d42b1f)
"Need Mixing & Mastering For All Digital Platforms

","Hello we are looking to hire another good audio engineer who specializes in
mixing and mastering to our team for a long term position. We need songs mixed
and mastered and ready for major distribution through a record
label/distributor to all digital platforms like apple music, spotify, deezer,
tidal, amazon music, and more... We will provide all instructions and stems.
Please reply with your sample mix and masters.

",2022-04-09T20:42:59+00:00,Less than 1 month,,               50.00,,Canada,Yes,"           19,035.54",97,"4.94 Stars, based on 97 feedbacks",Expert,50+,False,6,[jobLink](https://www.upwork.com/jobs/~011cfd2bc63d6fec5d)
"Extract Vocal of a mp3 Song

","I have a MP3 song. I already removed the instrumental of the song. However,
there are still background noise left. I want to have as clear the human voice
as possible. I will send you both the instrumental version and raw version of
the song. You can process both and see which one does better. The song is a
Cantonese song. I need very crystal clear human voice. With as little as
background noise possible. Remove all the non human voice.

",2023-04-23T13:14:24+00:00,Less than 1 month,,               30.00,,Hong Kong,No,                0.00,0,No feedback yet,Intermediate,20 to 50,False,2,[jobLink](https://www.upwork.com/jobs/~015a459b07ef2fb87a)
"Podcast Editor for technology/ startup series

","We are looking to launch a podcast that discusses lessons from early stage
founders for the market. We need help with the following: (1) Podcast
creation: High level, you must be able to edit and create a quality output
even if inputs aren’t great. (2) Voice re-speeded and re-recording: You should
be able to help us alter the speed of speech, and if something is not clear,
tell us to re-record (3) Clean up long and winding answers: remove filler
world and help to make it sound more complete (4) Take our feedback on edits
and where to cut (we will tell you when and what to cut) (5) Music and intro
and outro creation: For the first episode you will have to help us select
music and then create a repeatable intro and outro Our aim is to find a
partner for the longer-term and pay this amount per episode. That will mean
doing more work on the 1st episode, but then it is recurring work (as we plan
to use the same person and pay the same for each episode. Expectations is at
least 2 drafts before the final, but that we need to be able to do the edits
within a week each time

",2023-05-10T04:10:38+00:00,1 to 3 months,,               60.00,,United States,Yes,                0.00,0,No feedback yet,Intermediate,20 to 50,False,6,[jobLink](https://www.upwork.com/jobs/~01a29e767ba8c33f69)
"Vocal engineer

","Looking for a audio engineer using FL Studio only. We are a alternative/hip
hop group looking for an engineer to mix and master our groups and personal
music. Price based on negotiation.

",2023-04-15T05:06:41+00:00,1 to 3 months,,"            1,000.00",,United States,Yes,                0.00,0,No feedback yet,Expert,20 to 50,False,8,[jobLink](https://www.upwork.com/jobs/~01d7d551ed614b34bb)
"Arrange a song

","I have a tune. And would like to have created a nice philharmonic track for
it.

",2023-04-18T17:42:21+00:00,Less than 1 month,,              250.00,,United States,Yes,"            1,555.01",1,"5.00 Stars, based on 1 feedback",Intermediate,50+,False,6,[jobLink](https://www.upwork.com/jobs/~017abc9fcf4ea5eb3b)
"Audio Production: Mixing and EQ for song

","Good day, I have a song we're just finishing and I need to mix and master it
and add some SFX to the track. This is a simple but creative process that
requires some thought into it. Best, Motaz

",2023-03-13T06:47:24+00:00,Less than 1 month,,               30.00,,United Arab Emirates,Yes,"           30,495.02",122,"4.71 Stars, based on 122 feedbacks",Entry level,50+,False,4,[jobLink](https://www.upwork.com/jobs/~0118251d35295956c4)
"Podcast Audio and Video Editor and Producer

","We are looking for a podcast audio and video editor to join our team long
term. We are a duo in Australia/Scotland recording a weekly one hour podcast
using Riverside FM for both audio and video. The podcast is in the realm of
health/wellness/human behaviour. Conversational style. We are looking for a
creative professional who loves to co create amazing work. We require the
following: Intro + Outro Music created on brand identity Weekly editing of
audio an video to produce ready to upload podcast Each podcast episode will
have 7 days from receiving, to edit and produce final for uploading We welcome
creative input and ideas This will start with editing 4- 6 podcasts and has
the potential for ongoing relationship if it works out We have the great
topics and voice of conversation, but would love someone with deep knowledge
and expertise in podcasting to guide us and give feedback / advice on the
technical / production side

",2023-05-05T02:35:10+00:00,1 to 3 months,30+ hrs/week,                0.00,$15.00-$35.00,Australia,Yes,              363.33,1,"5.00 Stars, based on 1 feedback",Intermediate,20 to 50,False,8,[jobLink](https://www.upwork.com/jobs/~011057eb9da653f8cd)
"Mixing/Mastering

","Looking for a quality r&b/soul music mix and masterer to work on my album. 12
song track list - will not be paying premium price until I get a sample to
hear work and feel comfortable proceeding and moving forward.

",2023-05-13T02:44:21+00:00,1 to 3 months,,"            2,000.00",,United States,Yes,                0.00,0,No feedback yet,Intermediate,20 to 50,False,8,[jobLink](https://www.upwork.com/jobs/~011f6faa614270d7b2)
"Produce a dance/pop/house song

","I’m looking for assistance to produce a dance/pop/house song, which would
sound very commercial, like Yolanda Be Cool & DCUP - We No Speak Americano SAK
NOEL - Loca people (what the f**k) Alexandra Stan - Mr. Saxobeat Milk & Sugar
vs Vaya Con Dios I'm looking for something that will have a very nice,
uplifting, and catchy melody for commercial radio stations and nightclubs. Not
Beatport kind of dark underground, and experimental edm, but more commercial,
popular kind of dance hit… For producers: Please don't send me links to listen
to your entire production library. Send me a link to 1 track, which you think
sounds like what I'm looking for. For Composers, send me 1 track you compose
in the past, or compose something new and show me your idea to be considered.

",2023-05-14T09:01:18+00:00,1 to 3 months,,"            1,000.00",,United States,Yes,              185.00,2,"5.00 Stars, based on 2 feedbacks",Intermediate,20 to 50,False,8,[jobLink](https://www.upwork.com/jobs/~01af81f08c3b064aa7)
"Audio Enhancement

","I have an audio recording that I need enhanced. The recording was taken
outdoors near a busy street. I need the background noise removed as best as it
can be and the voices on the recording enhanced and clarified as best that is
possible.

",2023-05-09T23:06:33+00:00,Less than 1 month,,               15.00,,Canada,Yes,"            4,315.44",30,"5.00 Stars, based on 30 feedbacks",Intermediate,20 to 50,False,4,[jobLink](https://www.upwork.com/jobs/~01c962cf8bbd820afd)
"Audio Engineering for Startup

","I need a talented producer to create different forms of audio for our company.
This includes audio for socials, website and our playlist etc.

",2023-05-03T14:18:50+00:00,1 to 3 months,Less than 30 hrs/week,                0.00,$15.00-$35.00,Sweden,Yes,"            6,357.49",12,"4.63 Stars, based on 12 feedbacks",Intermediate,20 to 50,False,8,[jobLink](https://www.upwork.com/jobs/~01a7ce9e1ef3b79c0d)
"Mix and Master

","Looking for someone to Mix and Master my music I will be recording on Ableton
Live 11 Lite Looking for someone who loves their craft and is willing to
partner up and help each other elevate

",2023-04-26T15:22:50+00:00,Less than 1 month,Less than 30 hrs/week,                0.00,,United States,Yes,              607.25,13,"4.77 Stars, based on 13 feedbacks",Intermediate,20 to 50,False,4,[jobLink](https://www.upwork.com/jobs/~01ef08499c4eea4d93)
